최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온,월,ds
32.1,24.6,7.5,11.2,79.6,1.1,0.4,7.55,2.8,28.0,7.0,1997-07-30
32.0,26.2,5.8,2.37,78.1,1.6,0.0,8.67,0.0,28.5,7.0,1997-07-31
33.7,25.7,8.0,0.8,76.8,2.3,4.2,14.66,29.8,28.7,8.0,1997-08-01
31.8,25.9,5.9,0.0,73.6,3.2,6.6,14.65,46.8,28.2,8.0,1997-08-02
28.4,22.4,6.0,38.8,89.5,2.7,1.6,4.84,11.4,25.0,8.0,1997-08-03
23.8,21.0,2.8,53.4,92.1,1.6,0.0,1.87,0.0,21.8,8.0,1997-08-04
31.0,19.6,11.4,4.529999999999999,77.5,1.5,9.4,22.02,67.1,25.1,8.0,1997-08-05
32.6,23.6,9.0,7.88,72.4,1.7,8.7,18.76,62.6,27.4,8.0,1997-08-06
32.6,23.1,9.5,0.0,70.6,1.7,5.7,13.76,41.0,27.6,8.0,1997-08-07
34.1,25.8,8.3,5.5,72.9,2.5,4.9,12.79,35.3,29.1,8.0,1997-08-08
33.0,25.4,7.6,0.66,67.1,2.6,8.0,18.25,58.0,28.4,8.0,1997-08-09
31.7,22.2,9.5,2.77,64.9,1.5,7.1,14.08,51.4,26.9,8.0,1997-08-10
31.3,24.6,6.7,0.0,67.0,1.7,4.8,12.87,34.8,27.4,8.0,1997-08-11
32.4,24.1,8.3,1.27,57.8,2.1,11.4,21.08,83.2,27.6,8.0,1997-08-12
33.2,21.8,11.4,0.13999999999999999,59.0,1.8,10.7,21.73,78.1,27.7,8.0,1997-08-13
32.3,23.7,8.6,0.12000000000000002,63.5,1.8,11.0,21.81,80.3,27.9,8.0,1997-08-14
32.7,21.9,10.8,0.25,54.4,2.3,10.9,21.02,80.1,27.4,8.0,1997-08-15
32.1,21.6,10.5,3.7399999999999998,59.1,1.9,9.1,19.92,66.9,26.9,8.0,1997-08-16
32.4,22.2,10.2,1.15,60.6,1.6,11.3,21.5,83.1,27.3,8.0,1997-08-17
33.8,24.5,9.3,0.0,68.8,1.9,6.9,14.4,51.1,28.4,8.0,1997-08-18
29.1,24.4,4.7,6.6,82.6,2.0,0.0,6.16,0.0,26.2,8.0,1997-08-19
33.1,24.8,8.3,4.9,71.4,1.9,5.2,11.78,38.5,28.5,8.0,1997-08-20
29.6,22.3,7.3,6.0,73.6,3.6,0.4,4.74,3.0,25.1,8.0,1997-08-21
29.4,20.5,8.9,0.33,62.4,2.7,11.4,22.08,85.1,24.7,8.0,1997-08-22
30.6,21.5,9.1,1.7100000000000002,71.3,2.3,9.9,14.88,74.4,25.7,8.0,1997-08-23
32.0,21.5,10.5,3.6,68.5,2.2,10.6,18.07,79.7,26.9,8.0,1997-08-24
30.8,23.9,6.9,0.9,64.0,1.5,5.1,11.08,38.3,27.1,8.0,1997-08-25
29.7,22.5,7.2,5.61,71.3,2.2,4.9,10.32,37.1,26.0,8.0,1997-08-26
31.2,23.3,7.9,1.01,71.3,2.6,7.3,14.84,55.3,26.5,8.0,1997-08-27
30.0,22.3,7.7,2.88,71.4,2.4,9.2,12.9,69.7,25.8,8.0,1997-08-28
31.2,23.7,7.5,0.2,74.8,2.2,4.2,10.54,32.1,26.4,8.0,1997-08-29
30.7,24.8,5.9,0.3,77.0,2.5,3.8,9.42,29.0,27.0,8.0,1997-08-30
30.1,25.4,4.7,1.5,79.8,3.3,1.7,9.59,13.1,27.6,8.0,1997-08-31
31.6,25.7,5.9,1.7,77.4,4.4,5.0,10.64,38.5,27.8,9.0,1997-09-01
26.7,21.2,5.5,23.9,78.8,3.3,0.4,4.65,3.1,23.9,9.0,1997-09-02
28.0,19.7,8.3,3.08,61.5,1.5,7.2,15.81,55.8,23.0,9.0,1997-09-03
29.6,18.6,11.0,0.75,59.3,1.7,6.8,15.78,52.7,23.7,9.0,1997-09-04
30.0,19.4,10.6,2.25,61.4,1.4,8.7,15.15,68.0,23.8,9.0,1997-09-05
31.9,20.1,11.8,1.85,55.0,1.4,8.6,16.22,67.2,25.6,9.0,1997-09-06
31.6,19.4,12.2,0.15,59.3,1.6,10.3,17.15,80.5,25.3,9.0,1997-09-07
31.6,19.6,12.0,2.98,66.8,1.9,10.5,15.84,82.7,24.9,9.0,1997-09-08
29.7,19.8,9.9,3.3200000000000003,72.5,2.2,9.1,14.25,71.7,24.6,9.0,1997-09-09
26.7,19.8,6.9,8.1,80.8,2.0,0.4,5.65,3.1,23.4,9.0,1997-09-10
27.5,18.1,9.4,1.98,60.4,1.8,8.5,13.0,67.5,22.2,9.0,1997-09-11
22.4,17.7,4.7,4.72,61.0,1.9,0.0,4.3,0.0,20.5,9.0,1997-09-12
22.9,17.1,5.8,3.5,72.4,2.0,2.1,7.2,16.8,19.3,9.0,1997-09-13
25.4,15.6,9.8,0.41000000000000003,51.6,2.0,6.8,13.72,54.4,19.4,9.0,1997-09-14
24.5,15.4,9.1,1.7899999999999998,47.4,3.4,10.1,17.59,80.8,19.3,9.0,1997-09-15
22.2,15.1,7.1,0.2,63.5,2.3,0.4,7.05,3.2,18.4,9.0,1997-09-16
25.8,13.9,11.9,1.2799999999999998,63.4,2.1,9.8,17.07,79.0,19.7,9.0,1997-09-17
23.7,13.3,10.4,0.0,53.0,2.0,7.3,14.15,59.3,17.6,9.0,1997-09-18
24.5,11.0,13.5,2.46,55.3,2.0,10.4,18.45,84.6,17.9,9.0,1997-09-19
22.7,13.3,9.4,0.5,62.9,2.9,7.6,11.17,61.8,17.0,9.0,1997-09-20
22.3,10.5,11.8,1.2100000000000002,46.9,2.0,10.2,18.5,83.6,15.9,9.0,1997-09-21
25.1,10.3,14.8,2.04,49.6,1.5,10.4,17.43,85.2,17.8,9.0,1997-09-22
25.0,13.0,12.0,0.03,53.0,1.3,8.0,13.82,66.1,18.6,9.0,1997-09-23
24.0,12.4,11.6,1.36,59.3,1.3,7.9,11.87,65.3,18.2,9.0,1997-09-24
17.5,13.9,3.6,10.3,83.4,2.0,0.0,2.36,0.0,15.0,9.0,1997-09-25
17.0,11.9,5.1,28.7,88.1,1.0,0.0,2.17,0.0,13.9,9.0,1997-09-26
21.5,10.5,11.0,0.9800000000000001,65.6,2.0,9.3,14.33,77.5,16.2,9.0,1997-09-27
21.8,11.5,10.3,3.55,62.9,1.8,9.4,12.89,79.0,16.7,9.0,1997-09-28
24.3,11.5,12.8,3.54,60.8,1.6,9.7,14.6,81.5,17.3,9.0,1997-09-29
25.3,11.9,13.4,0.82,61.6,1.3,8.3,13.32,69.7,18.3,9.0,1997-09-30
26.1,13.0,13.1,2.34,61.9,1.0,7.9,11.42,66.9,19.1,10.0,1997-10-01
26.3,14.1,12.2,0.11000000000000001,59.4,1.0,8.5,12.57,72.0,19.7,10.0,1997-10-02
24.8,13.1,11.7,0.96,67.6,1.4,6.1,9.86,52.1,18.9,10.0,1997-10-03
19.7,14.0,5.7,6.9399999999999995,76.1,2.1,0.4,5.55,3.4,16.6,10.0,1997-10-04
22.4,10.4,12.0,2.15,53.5,1.7,9.5,14.55,81.2,16.0,10.0,1997-10-05
21.8,9.5,12.3,0.99,62.1,2.1,6.3,12.1,54.3,15.7,10.0,1997-10-06
20.1,11.4,8.7,4.0,59.0,2.4,8.9,12.97,76.7,15.1,10.0,1997-10-07
16.5,8.9,7.6,1.2,57.8,2.5,10.1,16.41,87.8,12.0,10.0,1997-10-08
18.8,6.3,12.5,1.9100000000000001,65.4,2.3,6.6,11.67,57.4,13.8,10.0,1997-10-09
22.0,10.3,11.7,0.3,57.1,3.6,7.9,11.25,68.7,16.5,10.0,1997-10-10
16.7,6.9,9.8,0.47000000000000003,42.9,3.2,8.0,11.35,70.2,11.3,10.0,1997-10-11
15.3,4.4,10.9,1.9000000000000004,43.1,2.2,9.7,15.7,85.1,9.7,10.0,1997-10-12
19.5,5.5,14.0,10.5,59.9,2.3,8.4,12.69,74.3,13.3,10.0,1997-10-13
19.0,11.0,8.0,2.65,55.4,2.8,9.6,13.45,85.0,14.4,10.0,1997-10-14
20.1,6.5,13.6,2.39,53.1,1.6,9.4,14.5,83.2,13.3,10.0,1997-10-15
21.7,8.5,13.2,2.3,60.3,2.7,7.0,11.44,62.5,15.2,10.0,1997-10-16
21.2,14.4,6.8,23.4,62.1,3.4,8.8,12.95,78.6,17.1,10.0,1997-10-17
20.8,9.8,11.0,3.0300000000000002,46.8,1.9,9.3,13.47,83.8,14.3,10.0,1997-10-18
22.6,8.8,13.8,0.0,59.5,3.0,8.6,11.33,77.5,16.6,10.0,1997-10-19
24.9,13.3,11.6,1.01,67.9,3.1,8.6,12.42,77.5,19.1,10.0,1997-10-20
23.4,13.3,10.1,1.05,45.1,2.7,7.9,12.19,71.8,18.4,10.0,1997-10-21
23.1,8.2,14.9,1.27,33.5,1.3,5.9,7.7,53.6,15.6,10.0,1997-10-22
23.6,11.0,12.6,2.1,61.6,2.1,7.4,9.26,67.3,17.4,10.0,1997-10-23
17.9,5.5,12.4,1.47,33.6,4.2,8.1,11.8,74.3,11.1,10.0,1997-10-24
12.3,3.5,8.8,0.3,44.8,2.7,6.3,9.36,57.8,7.2,10.0,1997-10-25
12.4,3.2,9.2,1.6700000000000004,48.4,2.7,6.1,9.01,56.5,7.6,10.0,1997-10-26
12.2,2.7,9.5,1.9100000000000001,45.1,2.8,8.6,12.66,79.6,7.4,10.0,1997-10-27
13.2,3.0,10.2,3.4799999999999995,59.3,2.2,8.8,12.16,81.5,8.1,10.0,1997-10-28
14.5,5.4,9.1,3.5,66.1,2.7,2.3,6.47,21.5,8.6,10.0,1997-10-29
7.9,0.5,7.4,0.0,49.1,3.4,7.9,11.78,73.8,3.9,10.0,1997-10-30
9.5,-2.0,11.5,0.57,42.9,2.8,8.7,12.35,81.3,3.1,10.0,1997-10-31
12.7,-0.4,13.1,1.24,50.4,1.5,8.7,11.52,82.1,5.7,11.0,1997-11-01
15.9,1.9,14.0,2.6900000000000004,64.5,1.4,8.7,11.27,82.1,8.4,11.0,1997-11-02
16.7,5.2,11.5,3.05,72.6,1.4,6.3,8.42,59.4,10.7,11.0,1997-11-03
16.8,7.8,9.0,2.08,77.5,1.6,3.7,6.3,35.2,11.4,11.0,1997-11-04
15.6,6.1,9.5,2.7800000000000002,61.1,2.0,8.3,9.95,79.0,10.0,11.0,1997-11-05
16.6,4.6,12.0,2.5,49.9,1.6,8.7,10.06,82.9,10.0,11.0,1997-11-06
17.2,4.1,13.1,0.7,48.6,1.3,7.8,8.66,75.0,10.5,11.0,1997-11-07
17.4,5.4,12.0,2.3600000000000003,55.4,1.3,8.4,7.99,80.8,11.0,11.0,1997-11-08
17.2,5.2,12.0,1.45,57.1,1.2,4.6,6.34,44.2,11.1,11.0,1997-11-09
18.7,8.2,10.5,2.48,55.5,1.2,7.9,7.9,76.7,12.6,11.0,1997-11-10
20.2,6.3,13.9,2.16,64.6,1.4,7.4,7.9,71.8,13.5,11.0,1997-11-11
14.6,11.4,3.2,28.0,79.9,1.8,0.0,1.53,0.0,12.6,11.0,1997-11-12
16.1,9.0,7.1,4.2,54.1,2.6,3.2,6.04,31.4,12.2,11.0,1997-11-13
12.3,8.5,3.8,5.0,85.1,1.8,0.0,1.08,0.0,10.1,11.0,1997-11-14
13.7,4.3,9.4,1.15,62.8,1.8,8.5,9.31,83.3,8.9,11.0,1997-11-15
15.5,5.2,10.3,1.6800000000000002,64.9,2.2,7.4,9.0,73.3,9.6,11.0,1997-11-16
7.5,0.1,7.4,0.5,57.0,4.5,5.8,7.73,57.4,3.0,11.0,1997-11-17
3.6,-3.2,6.8,0.2,35.4,3.3,8.5,10.32,84.2,-0.1,11.0,1997-11-18
7.4,-3.2,10.6,0.13999999999999999,39.5,1.2,6.2,7.15,61.4,2.2,11.0,1997-11-19
13.3,0.2,13.1,0.26999999999999996,38.5,1.5,8.4,8.89,84.0,7.1,11.0,1997-11-20
10.6,7.4,3.2,9.8,64.1,2.1,0.0,1.4,0.0,8.7,11.0,1997-11-21
16.9,6.9,10.0,0.3,66.6,1.4,7.2,8.34,72.0,10.9,11.0,1997-11-22
12.5,5.3,7.2,3.06,64.1,1.4,7.6,8.14,76.8,8.2,11.0,1997-11-23
15.3,3.9,11.4,3.6199999999999997,56.8,1.6,7.7,7.55,77.8,9.5,11.0,1997-11-24
12.9,9.4,3.5,27.8,76.3,3.0,0.0,0.59,0.0,11.7,11.0,1997-11-25
13.0,3.3,9.7,3.5,77.4,3.8,1.2,3.64,12.1,9.2,11.0,1997-11-26
8.3,0.1,8.2,1.17,54.6,2.3,6.8,7.5,68.7,4.2,11.0,1997-11-27
12.3,4.5,7.8,1.1,49.5,2.2,0.0,3.05,0.0,9.0,11.0,1997-11-28
9.3,6.2,3.1,17.8,84.1,2.6,0.0,1.33,0.0,7.7,11.0,1997-11-29
9.7,3.1,6.6,3.2600000000000002,58.4,2.5,7.6,7.89,77.6,5.6,11.0,1997-11-30
3.1,-6.2,9.3,0.09,42.9,4.1,0.0,3.72,0.0,-1.1,12.0,1997-12-01
-2.9,-9.0,6.1,0.12999999999999998,35.5,3.8,7.9,8.9,80.6,-6.6,12.0,1997-12-02
-3.5,-11.0,7.5,0.13,34.1,1.8,8.3,8.71,85.6,-7.0,12.0,1997-12-03
5.2,-6.8,12.0,0.32999999999999996,47.4,1.2,5.9,6.47,60.8,-0.9,12.0,1997-12-04
9.5,-1.7,11.2,1.6600000000000001,66.3,1.2,7.3,7.14,75.3,3.8,12.0,1997-12-05
7.6,3.2,4.4,17.5,78.9,3.0,0.0,1.12,0.0,5.8,12.0,1997-12-06
8.0,5.0,3.0,8.2,79.6,2.7,0.0,0.94,0.0,6.1,12.0,1997-12-07
5.4,-1.6,7.0,4.9,71.4,3.7,0.5,1.53,5.2,1.5,12.0,1997-12-08
-1.6,-7.9,6.3,0.0,48.0,4.2,7.1,8.06,74.0,-4.5,12.0,1997-12-09
-3.8,-11.3,7.5,0.0,42.4,2.6,8.1,8.29,84.4,-7.4,12.0,1997-12-10
-2.4,-7.4,5.0,2.8,61.4,3.0,7.0,2.83,72.9,-4.6,12.0,1997-12-11
0.5,-8.2,8.7,0.0,69.5,1.2,3.2,5.05,33.3,-3.5,12.0,1997-12-12
3.1,-5.4,8.5,0.29000000000000004,67.4,1.3,5.9,6.78,61.5,-1.2,12.0,1997-12-13
5.3,-2.0,7.3,4.3,74.5,1.4,0.0,2.12,0.0,1.7,12.0,1997-12-14
6.8,-0.3,7.1,1.4100000000000001,50.5,1.7,8.0,7.84,83.3,2.8,12.0,1997-12-15
6.0,-1.8,7.8,1.7799999999999998,65.3,1.0,5.2,4.49,54.2,2.1,12.0,1997-12-16
7.5,1.6,5.9,1.3599999999999999,73.0,1.3,1.7,4.24,17.7,4.8,12.0,1997-12-17
9.2,5.4,3.8,0.0,77.0,1.7,0.0,1.64,0.0,7.7,12.0,1997-12-18
12.8,7.4,5.4,4.25,72.5,2.6,1.8,3.22,18.8,9.9,12.0,1997-12-19
9.7,3.6,6.1,1.22,71.9,2.3,5.0,5.63,52.1,6.3,12.0,1997-12-20
11.0,1.5,9.5,0.72,61.3,1.5,5.7,5.73,59.4,6.0,12.0,1997-12-21
10.3,3.9,6.4,1.6900000000000002,56.4,2.1,4.4,5.21,45.8,6.2,12.0,1997-12-22
11.7,3.2,8.5,0.41,53.8,2.0,7.3,6.78,76.0,6.4,12.0,1997-12-23
9.8,1.9,7.9,1.3800000000000001,54.3,1.9,7.8,7.47,81.3,5.1,12.0,1997-12-24
10.6,0.4,10.2,1.7,59.6,1.3,7.9,8.14,82.3,4.8,12.0,1997-12-25
10.6,-0.2,10.8,1.9300000000000004,61.9,1.5,6.8,6.72,70.8,4.6,12.0,1997-12-26
7.9,0.8,7.1,0.4,60.1,2.1,2.5,3.91,26.0,4.3,12.0,1997-12-27
5.1,-2.2,7.3,0.19,35.6,2.4,8.0,8.43,83.3,0.7,12.0,1997-12-28
2.8,-4.2,7.0,0.1,42.6,1.3,3.0,4.67,31.3,-0.6,12.0,1997-12-29
6.1,-1.9,8.0,1.2100000000000002,54.9,2.3,0.5,4.59,5.2,1.1,12.0,1997-12-30
5.7,-3.9,9.6,0.44000000000000006,68.8,1.6,8.2,6.94,85.4,1.1,12.0,1997-12-31
4.5,0.2,4.3,3.2,83.5,1.3,0.9,1.76,9.4,1.9,1.0,1998-01-01
6.5,-0.8,7.3,1.67,70.8,2.0,4.7,5.61,49.0,3.2,1.0,1998-01-02
8.2,2.7,5.5,0.0,66.0,2.0,3.5,5.36,36.5,5.3,1.0,1998-01-03
4.5,-8.3,12.8,0.8,45.6,4.1,8.0,8.78,82.5,-5.5,1.0,1998-01-04
4.0,-6.2,10.2,0.3,67.4,2.8,4.8,4.89,49.5,-1.3,1.0,1998-01-05
1.5,-4.5,6.0,0.04,42.5,2.3,6.6,8.17,68.0,-1.4,1.0,1998-01-06
4.1,-3.5,7.6,0.0,60.8,1.3,0.0,4.22,0.0,0.6,1.0,1998-01-07
4.3,-0.4,4.7,2.3,72.4,1.6,0.0,1.48,0.0,2.0,1.0,1998-01-08
6.1,-1.7,7.8,1.4200000000000002,73.1,1.0,4.4,5.8,45.4,2.1,1.0,1998-01-09
7.0,0.7,6.3,1.45,76.6,1.3,1.8,4.61,18.6,3.2,1.0,1998-01-10
7.3,2.2,5.1,0.0,59.8,3.0,3.6,5.33,36.7,4.1,1.0,1998-01-11
3.7,0.5,3.2,0.6,80.4,1.4,0.4,2.35,4.1,1.4,1.0,1998-01-12
5.3,-1.4,6.7,2.95,73.8,0.8,4.9,5.71,50.0,1.2,1.0,1998-01-13
7.0,-2.4,9.4,0.62,54.1,2.5,4.7,5.6,48.0,2.6,1.0,1998-01-14
4.9,0.1,4.8,0.85,43.4,4.4,1.5,4.57,15.3,1.8,1.0,1998-01-15
6.3,-2.2,8.5,0.47000000000000003,52.1,1.9,7.8,8.44,78.8,1.6,1.0,1998-01-16
6.9,0.8,6.1,0.4,62.9,1.9,2.0,4.24,20.2,3.2,1.0,1998-01-17
1.0,-11.5,12.5,0.31,51.1,5.2,7.6,9.69,76.8,-7.1,1.0,1998-01-18
-6.2,-13.8,7.6,0.18,46.5,3.6,8.4,9.71,84.8,-9.9,1.0,1998-01-19
0.4,-8.1,8.5,2.5,78.3,2.9,0.9,2.07,9.0,-4.3,1.0,1998-01-20
-2.1,-8.3,6.2,0.63,59.4,1.9,8.2,9.76,82.0,-5.4,1.0,1998-01-21
3.1,-6.3,9.4,0.0,66.0,2.7,4.6,7.32,46.0,-2.0,1.0,1998-01-22
-3.5,-11.7,8.2,0.21000000000000002,35.4,3.8,8.6,10.1,86.0,-7.3,1.0,1998-01-23
-7.9,-15.4,7.5,0.15,49.0,3.7,8.4,10.15,83.2,-11.9,1.0,1998-01-24
-1.6,-12.7,11.1,0.1,60.5,1.6,7.9,9.91,78.2,-6.7,1.0,1998-01-25
0.3,-5.5,5.8,0.2,57.8,2.1,8.2,9.89,81.2,-2.9,1.0,1998-01-26
1.1,-7.2,8.3,0.12,38.3,2.1,5.5,8.89,53.9,-3.6,1.0,1998-01-27
-0.3,-7.6,7.3,0.19,39.3,3.1,8.6,10.77,84.3,-4.8,1.0,1998-01-28
2.9,-8.6,11.5,0.15,55.6,1.6,8.9,10.74,87.3,-2.7,1.0,1998-01-29
5.8,-1.0,6.8,0.93,66.6,2.7,6.8,8.8,66.0,2.0,1.0,1998-01-30
2.3,-4.4,6.7,0.04,39.1,2.7,8.8,11.01,85.4,-1.5,1.0,1998-01-31
3.4,-5.5,8.9,0.2,46.5,1.7,6.7,9.08,65.0,-1.7,2.0,1998-02-01
5.4,-5.2,10.6,0.44000000000000006,56.4,1.9,7.8,9.11,75.7,-0.3,2.0,1998-02-02
5.0,-2.2,7.2,0.13,65.3,2.1,4.4,6.26,42.3,0.9,2.0,1998-02-03
4.3,-4.1,8.4,0.25999999999999995,55.8,2.9,7.7,9.68,74.0,-0.8,2.0,1998-02-04
5.1,-5.7,10.8,0.93,57.4,2.4,8.2,11.22,78.8,-0.3,2.0,1998-02-05
7.3,-1.3,8.6,1.38,64.0,2.2,6.9,9.46,65.7,2.9,2.0,1998-02-06
5.8,-0.8,6.6,0.0,66.9,3.3,0.9,4.6,8.6,2.2,2.0,1998-02-07
-0.4,-5.9,5.5,0.13,52.8,5.8,8.5,11.09,80.2,-3.6,2.0,1998-02-08
-2.0,-7.6,5.6,8.0,71.3,1.8,1.4,2.82,13.2,-4.7,2.0,1998-02-09
2.1,-7.7,9.8,0.04,64.8,1.8,8.5,10.46,80.2,-2.7,2.0,1998-02-10
7.8,-3.6,11.4,2.3,67.6,1.9,5.6,9.23,52.3,2.4,2.0,1998-02-11
10.6,3.8,6.8,4.8,64.1,3.1,7.1,9.79,66.4,7.4,2.0,1998-02-12
5.4,1.1,4.3,6.5,72.5,1.5,0.0,1.0,0.0,3.2,2.0,1998-02-13
5.9,-1.5,7.4,0.82,67.8,2.0,5.6,7.66,51.9,2.0,2.0,1998-02-14
6.8,-0.5,7.3,2.1,64.4,2.1,4.9,9.25,45.4,2.4,2.0,1998-02-15
7.4,-1.3,8.7,3.1700000000000004,69.9,2.0,8.0,11.26,74.1,3.0,2.0,1998-02-16
11.2,-0.3,11.5,0.19,47.3,1.5,8.6,12.97,78.9,4.8,2.0,1998-02-17
11.7,1.6,10.1,0.54,34.0,2.3,8.0,9.82,73.4,6.9,2.0,1998-02-18
15.0,6.5,8.5,2.6,43.3,2.7,1.1,6.28,10.0,9.9,2.0,1998-02-19
13.1,6.6,6.5,2.4,65.8,4.2,0.0,6.33,0.0,10.3,2.0,1998-02-20
7.9,1.1,6.8,0.4,48.4,4.9,2.6,7.23,23.6,4.2,2.0,1998-02-21
12.5,-1.0,13.5,0.11000000000000001,35.3,1.9,9.1,14.3,82.0,5.5,2.0,1998-02-22
14.2,2.0,12.2,0.69,55.1,1.6,8.6,12.8,77.5,7.3,2.0,1998-02-23
10.2,4.0,6.2,4.09,58.9,1.9,0.0,3.29,0.0,7.2,2.0,1998-02-24
15.0,3.3,11.7,0.35,39.1,2.3,9.6,13.86,85.7,8.6,2.0,1998-02-25
12.0,2.3,9.7,1.56,64.0,2.3,8.4,11.21,75.0,6.9,2.0,1998-02-26
6.2,3.6,2.6,5.3,84.3,1.9,0.0,0.59,0.0,4.8,2.0,1998-02-27
8.7,1.9,6.8,0.9799999999999999,62.6,2.2,3.1,6.28,27.4,5.1,2.0,1998-02-28
11.3,1.6,9.7,1.78,61.9,1.9,8.4,12.53,74.3,5.9,3.0,1998-03-01
10.9,1.4,9.5,1.78,59.8,2.2,8.5,13.29,74.6,5.6,3.0,1998-03-02
12.6,1.7,10.9,1.48,70.1,2.0,6.5,10.57,57.0,6.4,3.0,1998-03-03
14.8,1.8,13.0,1.94,57.6,1.5,7.4,11.44,64.3,8.8,3.0,1998-03-04
14.8,5.1,9.7,0.3,50.4,2.3,7.4,11.46,64.3,9.6,3.0,1998-03-05
14.0,5.7,8.3,0.53,63.0,3.2,8.8,12.55,76.5,8.8,3.0,1998-03-06
15.8,4.2,11.6,1.7200000000000002,40.5,2.1,9.7,15.41,83.6,9.1,3.0,1998-03-07
14.3,2.8,11.5,1.7899999999999998,44.8,2.1,9.2,13.3,79.3,8.5,3.0,1998-03-08
17.1,3.8,13.3,0.6,41.1,2.8,6.3,10.87,53.8,10.0,3.0,1998-03-09
12.1,4.8,7.3,0.12000000000000002,40.6,4.5,6.4,11.91,54.7,7.4,3.0,1998-03-10
7.1,3.7,3.4,3.1,81.9,2.2,0.0,3.81,0.0,5.5,3.0,1998-03-11
11.2,1.8,9.4,0.2,64.1,3.7,9.8,15.07,83.1,6.2,3.0,1998-03-12
14.6,3.8,10.8,0.0,64.4,2.7,7.2,13.05,61.0,8.2,3.0,1998-03-13
9.0,0.0,9.0,0.22000000000000003,48.3,4.7,6.7,11.47,56.3,4.0,3.0,1998-03-14
7.7,-1.9,9.6,0.99,49.4,3.8,7.7,12.32,64.7,3.0,3.0,1998-03-15
10.9,1.0,9.9,0.9,69.0,2.3,4.3,10.6,36.1,5.4,3.0,1998-03-16
13.6,1.5,12.1,0.54,61.5,2.1,10.2,16.06,85.0,7.8,3.0,1998-03-17
16.6,4.3,12.3,0.36,43.8,1.7,5.7,10.57,47.5,11.4,3.0,1998-03-18
13.8,0.8,13.0,38.7,71.0,4.3,0.0,0.57,0.0,8.8,3.0,1998-03-19
2.5,-3.2,5.7,0.030000000000000006,38.5,5.1,8.9,12.83,73.6,-0.6,3.0,1998-03-20
5.3,-2.1,7.4,0.21000000000000002,42.8,3.4,9.1,15.75,74.6,1.3,3.0,1998-03-21
6.1,-1.8,7.9,0.11000000000000001,43.5,3.6,9.9,19.19,81.1,1.8,3.0,1998-03-22
9.2,0.4,8.8,1.1199999999999999,52.0,2.4,9.7,17.38,79.5,4.5,3.0,1998-03-23
12.7,2.0,10.7,2.35,65.3,2.5,9.2,15.36,74.8,7.1,3.0,1998-03-24
14.7,5.0,9.7,1.4000000000000001,62.8,2.8,8.8,14.52,71.5,9.1,3.0,1998-03-25
13.3,6.0,7.3,3.1,67.9,1.9,1.8,4.29,14.5,8.8,3.0,1998-03-26
13.1,6.0,7.1,2.94,71.3,2.6,5.8,13.25,46.8,8.4,3.0,1998-03-27
16.2,4.5,11.7,0.8800000000000001,67.9,1.9,9.0,15.58,72.6,9.9,3.0,1998-03-28
19.1,6.7,12.4,2.58,70.5,2.3,8.5,14.95,68.0,12.6,3.0,1998-03-29
15.0,9.5,5.5,9.91,78.9,1.9,0.0,6.55,0.0,11.7,3.0,1998-03-30
17.0,6.6,10.4,1.35,40.6,3.0,10.0,16.86,79.4,12.2,3.0,1998-03-31
13.1,3.7,9.4,31.8,85.8,3.1,0.0,2.01,0.0,6.2,4.0,1998-04-01
11.8,1.9,9.9,0.0,64.1,2.5,10.8,17.29,85.7,6.4,4.0,1998-04-02
13.6,2.9,10.7,0.9400000000000001,52.4,2.4,10.5,18.78,82.7,8.0,4.0,1998-04-03
17.0,3.2,13.8,0.0,40.5,1.8,8.2,14.45,64.6,10.5,4.0,1998-04-04
13.1,8.2,4.9,19.1,78.8,2.5,0.0,3.35,0.0,11.1,4.0,1998-04-05
25.1,11.0,14.1,2.1100000000000003,44.6,2.1,10.4,19.73,81.3,17.7,4.0,1998-04-06
21.3,11.3,10.0,2.6399999999999997,62.8,2.2,8.2,15.17,64.1,16.4,4.0,1998-04-07
20.6,12.8,7.8,0.7,68.5,1.4,0.0,5.52,0.0,16.4,4.0,1998-04-08
20.3,12.5,7.8,0.0,62.0,2.3,3.9,10.86,30.2,16.0,4.0,1998-04-09
19.6,11.0,8.6,5.75,72.1,2.4,6.2,13.75,47.7,14.4,4.0,1998-04-10
26.3,10.0,16.3,0.86,65.4,1.5,8.8,15.92,67.7,17.3,4.0,1998-04-11
20.4,12.3,8.1,27.4,82.5,2.8,0.0,0.93,0.0,15.9,4.0,1998-04-12
20.7,11.5,9.2,2.9,69.6,2.7,7.1,13.37,54.2,14.9,4.0,1998-04-13
19.8,10.2,9.6,4.0600000000000005,66.0,2.5,8.4,16.6,64.1,14.0,4.0,1998-04-14
17.8,10.5,7.3,0.0,68.1,1.5,1.6,6.72,12.2,13.8,4.0,1998-04-15
21.3,9.7,11.6,3.02,64.6,2.0,8.1,15.74,61.4,15.5,4.0,1998-04-16
20.2,12.5,7.7,0.5,59.5,2.0,3.2,9.24,24.2,15.4,4.0,1998-04-17
21.0,10.2,10.8,2.64,62.9,2.4,10.8,17.82,81.2,15.2,4.0,1998-04-18
23.0,10.1,12.9,1.3800000000000001,55.6,1.9,10.4,17.44,78.2,16.8,4.0,1998-04-19
25.2,13.0,12.2,5.22,64.9,2.7,1.8,8.73,13.5,19.5,4.0,1998-04-20
